row,col,value
1070,1070,1.053287e+00
1071,1071,1.055825e+00
1072,1072,1.058362e+00
1073,1073,1.060900e+00
1074,1074,1.063437e+00
1075,1075,1.065975e+00
1076,1076,1.068512e+00
1077,1077,1.071050e+00
1078,1078,1.073587e+00
1079,1079,1.076125e+00
1080,1080,1.078662e+00
1081,1081,1.081200e+00
1082,1082,1.083737e+00
1083,1083,1.086275e+00
1084,1084,1.088812e+00
1085,1085,1.091349e+00
1086,1086,1.093887e+00
1087,1087,1.096424e+00
1088,1088,1.098962e+00
1089,1089,1.101499e+00
1090,1090,1.104037e+00
1091,1091,1.106574e+00
1092,1092,1.109112e+00
1093,1093,1.111649e+00
1094,1094,1.114187e+00
1095,1095,1.116724e+00
1096,1096,1.119262e+00
1097,1097,1.121799e+00
1098,1098,1.124337e+00
1099,1099,1.126874e+00
1100,1100,1.002653e+00
1101,1101,1.005306e+00
1102,1102,1.007958e+00
1103,1103,1.010611e+00
1104,1104,1.013264e+00
1105,1105,1.015917e+00
1106,1106,1.018570e+00
1107,1107,1.021223e+00
1108,1108,1.023875e+00
1109,1109,1.026528e+00
1110,1110,1.029181e+00
1111,1111,1.031834e+00
1112,1112,1.034487e+00
1113,1113,1.037140e+00
1114,1114,1.039792e+00
1115,1115,1.042445e+00
1116,1116,1.045098e+00
1117,1117,1.047751e+00
1118,1118,1.050404e+00
1119,1119,1.053057e+00
1120,1120,1.055709e+00
1121,1121,1.058362e+00
1122,1122,1.061015e+00
1123,1123,1.063668e+00
1124,1124,1.066321e+00
1125,1125,1.068973e+00
1126,1126,1.071626e+00
1127,1127,1.074279e+00
1128,1128,1.076932e+00
1129,1129,1.079585e+00
1130,1130,1.082238e+00
1131,1131,1.084890e+00
1132,1132,1.087543e+00
1133,1133,1.090196e+00
1134,1134,1.092849e+00
1135,1135,1.095502e+00
1136,1136,1.098155e+00
1137,1137,1.100807e+00
1138,1138,1.103460e+00
1139,1139,1.106113e+00
